UID,Year,Make,Model,Trim,Option Codes,,Geography,,Start,End,,,,Cash Only (Before Tax),Cash Only (After Tax),Cash Rebate Dealer Contribution (Before Tax),Cash Rebate Dealer Contribution (After Tax),Note
RAM80619CAN44895,2022,Ram,Ram 3500,Tradesman 6 Foot 4 In box Crew Cab 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM80620CAN44895,2022,Ram,Ram 3500,Tradesman 8 Foot box Crew Cab,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM80621CAN44895,2022,Ram,Ram 3500,Tradesman 8 Foot box Crew Cab 4x4,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM80622CAN44895,2022,Ram,Ram 3500,Tradesman Reg Cab,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82761CAN44895,2023,Ram,ProMaster Cargo Van,1500 118 WB Low-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82762CAN44895,2023,Ram,ProMaster Cargo Van,1500 136 WB High-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82763CAN44895,2023,Ram,ProMaster Cargo Van,1500 136 WB Low-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82764CAN44895,2023,Ram,ProMaster Cargo Van,2500 136 WB High-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82765CAN44895,2023,Ram,ProMaster Cargo Van,2500 136 WB Low-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82766CAN44895,2023,Ram,ProMaster Cargo Van,2500 159 WB High-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82767CAN44895,2023,Ram,ProMaster Cargo Van,3500 136 WB High-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82768CAN44895,2023,Ram,ProMaster Cargo Van,3500 136 WB Low-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82769CAN44895,2023,Ram,ProMaster Cargo Van,3500 159 WB High-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82770CAN44895,2023,Ram,ProMaster Cargo Van,3500 159 WB High-Roof Ext,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82771CAN44895,2023,Ram,ProMaster Cargo Van,3500 159 WB Super High-Roof Ext,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82772CAN44895,2023,Ram,ProMaster Window Van,2500 159 WB High-Roof,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
RAM82773CAN44895,2023,Ram,ProMaster Window Van,3500 159 WB High-Roof Ext,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB81964CAN44895,2022,Subaru,WRX,6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB81965CAN44895,2022,Subaru,WRX,Sport 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB81968CAN44895,2022,Subaru,WRX,Sport w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB81966CAN44895,2022,Subaru,WRX,Sport-Tech 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB81967CAN44895,2022,Subaru,WRX,Sport-Tech w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB80637CAN44895,2022,Subaru,Impreza,2.0 CONVENIENCE WITH EYESIGHT CVT 4WD 4-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80643CAN44895,2022,Subaru,Impreza,2.0 TOURING WITH EYESIGHT CVT 4WD 4-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80641CAN44895,2022,Subaru,Impreza,2.0 SPORT WITH EYESIGHT CVT 4WD 4-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80639CAN44895,2022,Subaru,Impreza,2.0 SPORT-TECH WITH EYESIGHT CVT 4WD 4-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80645CAN44895,2022,Subaru,Impreza,Convenience 5-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80638CAN44895,2022,Subaru,Impreza,2.0 CONVENIENCE WITH EYESIGHT CVT 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80647CAN44895,2022,Subaru,Impreza,Touring 5-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80644CAN44895,2022,Subaru,Impreza,2.0 TOURING WITH EYESIGHT CVT 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80646CAN44895,2022,Subaru,Impreza,Sport 5-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80642CAN44895,2022,Subaru,Impreza,2.0 SPORT WITH EYESIGHT CVT 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80640CAN44895,2022,Subaru,Impreza,2.0 SPORT-TECH WITH EYESIGHT CVT 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81342CAN44895,2022,Subaru,Forester,2.5i,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81343CAN44895,2022,Subaru,Forester,Convenience,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81347CAN44895,2022,Subaru,Forester,Touring,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81346CAN44895,2022,Subaru,Forester,Sport,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81344CAN44895,2022,Subaru,Forester,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81345CAN44895,2022,Subaru,Forester,Premier,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81348CAN44895,2022,Subaru,Forester,Wilderness,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81682CAN44895,2022,Subaru,Crosstrek,Convenience 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81683CAN44895,2022,Subaru,Crosstrek,Convenience w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81689CAN44895,2022,Subaru,Crosstrek,Touring 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81690CAN44895,2022,Subaru,Crosstrek,Touring w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81686CAN44895,2022,Subaru,Crosstrek,Outdoor w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81687CAN44895,2022,Subaru,Crosstrek,Sport 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81688CAN44895,2022,Subaru,Crosstrek,Sport w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81684CAN44895,2022,Subaru,Crosstrek,Ltd w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB81685QC44895,2022,Subaru,Crosstrek,Ltd w/ EyeSight Plug-in Hybrid,,,QC,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB80070CAN44895,2022,Subaru,Legacy,Convenience,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80074CAN44895,2022,Subaru,Legacy,Touring,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80071CAN44895,2022,Subaru,Legacy,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80072CAN44895,2022,Subaru,Legacy,Ltd GT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80073CAN44895,2022,Subaru,Legacy,Premier GT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80880CAN44895,2022,Subaru,BRZ,6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80883CAN44895,2022,Subaru,BRZ,w/ Eyesight 6AT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80881CAN44895,2022,Subaru,BRZ,Sport-tech 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80882CAN44895,2022,Subaru,BRZ,Sport-tech w/ Eyesight 6AT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80075CAN44895,2022,Subaru,Outback,Convenience,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80080CAN44895,2022,Subaru,Outback,Touring,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80076CAN44895,2022,Subaru,Outback,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80078CAN44895,2022,Subaru,Outback,Premier,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80077CAN44895,2022,Subaru,Outback,Ltd XT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80079CAN44895,2022,Subaru,Outback,Premier XT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80081CAN44895,2022,Subaru,Outback,Wilderness,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80970CAN44895,2022,Subaru,Ascent,Convenience CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80975CAN44895,2022,Subaru,Ascent,Touring CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80976CAN44895,2022,Subaru,Ascent,Touring w/ Captain’s Chairs CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80973CAN44895,2022,Subaru,Ascent,Onyx CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80971CAN44895,2022,Subaru,Ascent,Ltd CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80972CAN44895,2022,Subaru,Ascent,Ltd w/ Captain’s Chairs CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB80974CAN44895,2022,Subaru,Ascent,Premier CVT,,,CAN,,01-11-2022,30-11-2022,,,,500,0,0,0,
SUB82715CAN44895,2023,Subaru,Crosstrek,Convenience 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82716CAN44895,2023,Subaru,Crosstrek,Convenience w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82722CAN44895,2023,Subaru,Crosstrek,Touring 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82723CAN44895,2023,Subaru,Crosstrek,Touring w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82719CAN44895,2023,Subaru,Crosstrek,Outdoor w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82720CAN44895,2023,Subaru,Crosstrek,Sport 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82721CAN44895,2023,Subaru,Crosstrek,Sport w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82717CAN44895,2023,Subaru,Crosstrek,Ltd w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82718QC44895,2023,Subaru,Crosstrek,Ltd w/ EyeSight Plug-in Hybrid,,,QC,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82711CAN44895,2023,Subaru,BRZ,6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82712CAN44895,2023,Subaru,BRZ,Eyesight 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82713CAN44895,2023,Subaru,BRZ,Sport-tech 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB82714CAN44895,2023,Subaru,BRZ,Sport-tech w/ Eyesight 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83161CAN44895,2023,Subaru,Impreza,Convenience 5-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83162CAN44895,2023,Subaru,Impreza,Convenience w/ Eyesight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83163CAN44895,2023,Subaru,Impreza,Sport 5-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83164CAN44895,2023,Subaru,Impreza,Sport-tech w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83165CAN44895,2023,Subaru,Impreza,Sport w/ EyeSight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83166CAN44895,2023,Subaru,Impreza,Touring 5-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83167CAN44895,2023,Subaru,Impreza,Touring w/ Eyesight CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83129CAN44895,2023,Subaru,Legacy,GT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83130CAN44895,2023,Subaru,Legacy,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83131CAN44895,2023,Subaru,Legacy,Touring,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83109CAN44895,2023,Subaru,Outback,Convenience,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83110CAN44895,2023,Subaru,Outback,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83111CAN44895,2023,Subaru,Outback,Ltd XT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83112CAN44895,2023,Subaru,Outback,Onyx,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83113CAN44895,2023,Subaru,Outback,Premier XT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83114CAN44895,2023,Subaru,Outback,Touring,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83115CAN44895,2023,Subaru,Outback,Wilderness,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83738CAN44895,2023,Subaru,Forester,2.5i,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83742CAN44895,2023,Subaru,Forester,Touring,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83741CAN44895,2023,Subaru,Forester,Sport,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83739CAN44895,2023,Subaru,Forester,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83740CAN44895,2023,Subaru,Forester,Premier,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83743CAN44895,2023,Subaru,Forester,Wilderness,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Subaru,Solterra,AWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Subaru,Solterra,AWD w/ Luxury Pkg,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Subaru,Solterra,AWD w/ Technology Pkg,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83731CAN44895,2023,Subaru,Ascent,Convenience,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83736CAN44895,2023,Subaru,Ascent,Touring,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83737CAN44895,2023,Subaru,Ascent,Touring w/ Captain’s Chairs,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83734CAN44895,2023,Subaru,Ascent,Onyx,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83732CAN44895,2023,Subaru,Ascent,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83733CAN44895,2023,Subaru,Ascent,Ltd w/ Captain’s Chairs,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
SUB83735CAN44895,2023,Subaru,Ascent,Premier,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80180CAN44895,2022,Toyota,Prius,Front Wheel Drive Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80181CAN44895,2022,Toyota,Prius,Technology Package,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80179CAN44895,2022,Toyota,Prius,All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80182CAN44895,2022,Toyota,Prius,Technology Package All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80182CAN44895B,2022,Toyota,Prius,Technology Package All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80183CAN44895,2022,Toyota,Prius Prime,Front Wheel Drive Hatchback,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80184CAN44895,2022,Toyota,Prius Prime,Upgrade,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80184CAN44895B,2022,Toyota,Prius Prime,Upgrade,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80528CAN44895,2022,Toyota,Corolla,L 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80529CAN44895,2022,Toyota,Corolla,L CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80530CAN44895,2022,Toyota,Corolla,LE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80530CAN44895B,2022,Toyota,Corolla,LE CVT,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80533CAN44895,2022,Toyota,Corolla,XLE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80531CAN44895,2022,Toyota,Corolla,SE 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80531CAN44895B,2022,Toyota,Corolla,SE 6-Speed Manual,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80531CAN44895T,2022,Toyota,Corolla,SE 6-Speed Manual,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80532CAN44895,2022,Toyota,Corolla,SE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80532CAN44895B,2022,Toyota,Corolla,SE CVT,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80532CAN44895S,2022,Toyota,Corolla,SE CVT,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80532CAN44895T,2022,Toyota,Corolla,SE CVT,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80534CAN44895,2022,Toyota,Corolla,XSE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80177CAN44895,2022,Toyota,Corolla Hybrid,CVT Li,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80178CAN44895,2022,Toyota,Corolla Hybrid,CVT NiMH,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80177CAN44895B,2022,Toyota,Corolla Hybrid,CVT Li,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80178CAN44895B,2022,Toyota,Corolla Hybrid,CVT NiMH,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80516CAN44895,2022,Toyota,Corolla Hatchback,S 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80516CAN44895B,2022,Toyota,Corolla Hatchback,S 6-Speed Manual,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80516CAN44895C,2022,Toyota,Corolla Hatchback,S 6-Speed Manual,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80516CAN44895D,2022,Toyota,Corolla Hatchback,S 6-Speed Manual,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80517CAN44895,2022,Toyota,Corolla Hatchback,S CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80517CAN44895B,2022,Toyota,Corolla Hatchback,S CVT,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80517CAN44895C,2022,Toyota,Corolla Hatchback,S CVT,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80517CAN44895N,2022,Toyota,Corolla Hatchback,S CVT,N,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80517CAN44895D,2022,Toyota,Corolla Hatchback,S CVT,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80757CAN44895,2022,Toyota,Camry,LE Base,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80757CAN44895A,2022,Toyota,Camry,LE Base,A,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80757CAN44895B,2022,Toyota,Camry,LE Base,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80758CAN44895,2022,Toyota,Camry,SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80758CAN44895B,2022,Toyota,Camry,SE,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80760CAN44895,2022,Toyota,Camry,XSE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80759CAN44895,2022,Toyota,Camry,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80759CAN44895B,2022,Toyota,Camry,SE All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80761CAN44895,2022,Toyota,Camry,XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80759CAN44895S,2022,Toyota,Camry,SE All Wheel Drive,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80762CAN44895,2022,Toyota,Camry,XSE V6,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80762CAN44895T,2022,Toyota,Camry,XSE V6,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80995CAN44895,2022,Toyota,Camry Hybrid,LE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80996CAN44895,2022,Toyota,Camry Hybrid,SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80996CAN44895S,2022,Toyota,Camry Hybrid,SE,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80997CAN44895,2022,Toyota,Camry Hybrid,XLE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80998CAN44895,2022,Toyota,Camry Hybrid,XSE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80732CAN44895,2022,Toyota,GR Supra,2WD Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80732CAN44895X,2022,Toyota,GR Supra,2WD Coupe,X,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80731CAN44895,2022,Toyota,GR Supra,Premium,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80731CAN44895X,2022,Toyota,GR Supra,Premium,X,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81084CAN44895,2022,Toyota,Tacoma,4x4 Access Cab V6 TRD Off Road 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81085CAN44895,2022,Toyota,Tacoma,4x4 Access Cab V6 TRD Offroad 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81087CAN44895,2022,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81087CAN44895B,2022,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT SR5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81087CAN44895C,2022,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT TRD Pro,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81087CAN44895D,2022,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT TRD Sport Premium,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81088CAN44895R,2022,Toyota,Tacoma,4x4 Double Cab V6 TRD Offroad SB 6AT,R,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81088CAN44895,2022,Toyota,Tacoma,4x4 Double Cab V6 TRD Offroad SB 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81088CAN44895C,2022,Toyota,Tacoma,4x4 Double Cab V6 TRD Offroad SB 6AT,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81088CAN44895T,2022,Toyota,Tacoma,4x4 Double Cab V6 TRD Offroad SB 6AT,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81086CAN44895,2022,Toyota,Tacoma,4x4 Double Cab V6 Nightshade 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81089CAN44895,2022,Toyota,Tacoma,4x4 Double Cab V6 TRD Sport Upgrade 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81089CAN44895T,2022,Toyota,Tacoma,4x4 Double Cab V6 TRD Sport Upgrade 6-Speed Manual,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81666CAN44895,2022,Toyota,Tundra,4x2 Double Cab SR 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81667CAN44895,2022,Toyota,Tundra,4x2 Double Cab SR Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81675CAN44895,2022,Toyota,Tundra,4x4 Double Cab SR 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81675CAN44895B,2022,Toyota,Tundra,4x4 Double Cab SR 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81675CAN44895C,2022,Toyota,Tundra,4x4 Double Cab SR 3.5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81675CAN44895D,2022,Toyota,Tundra,4x4 Double Cab SR 3.5,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81674CAN44895,2022,Toyota,Tundra,4x4 Double Cab Ltd 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81674CAN44895B,2022,Toyota,Tundra,4x4 Double Cab Ltd 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81676CAN44895,2022,Toyota,Tundra,4x4 Double Cab SR5 Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81672CAN44895,2022,Toyota,Tundra,4x4 CrewMax SR 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81672CAN44895B,2022,Toyota,Tundra,4x4 CrewMax SR 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
